srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
175.45.176.1,47439,14,53,0,3,1e-06,114,0,254,0,0,0,1,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933650,1421933650,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,3,3,3,3,3,1
59.166.0.4,20065,8,22,1,1,0.12494,9400,12298,31,29,26,31,4,596254.1875,780598.6875,106,114,255,255,273891797,274216594,89,108,0,0,113.429478,0.0,1421939555,1421939556,1.1868,1.100434,0.000765,0.00058,0.000185,0,0,0,0,0,1,2,3,3,1,1,1,0
59.166.0.1,60376,6,64417,1,1,0.028927,2766,25742,31,29,7,16,0,747813.4375,6964566.0,44,46,255,255,3115076197,3115390717,63,560,0,0,43.36395,42.678319,1421949757,1421949757,0.665186,0.628422,0.000814,0.000638,0.000176,0,0,0,0,0,7,7,3,3,1,1,2,0
59.166.0.3,53446,9,6881,1,1,1.502735,13350,548216,31,29,21,197,0,70766.96875,2911837.5,232,438,255,255,19298141,2169825285,58,1252,0,0,1884.678001,1370.464662,1421941284,1421941285,6.503944,3.43768,0.000597,0.000465,0.000132,0,0,0,0,0,8,7,3,1,1,1,1,0
10.40.85.1,0,7,0,2,2,0.0,384,0,1,0,0,0,0,51.195526,0.0,6,0,0,0,0,0,64,0,0,0,1.825828,0.0,1421944658,1421944708,10000.873,0.0,0.0,0.0,0.0,0,0,0,0,0,2,4,4,2,2,4,2,0
59.166.0.6,22548,0,64571,1,1,0.068658,2958,32650,31,29,7,18,0,337557.1563,3728276.25,48,50,255,255,1748160940,3922869688,62,653,0,0,81.735945,80.30186,1421944870,1421944870,1.453468,1.389286,0.000732,0.00058,0.000152,0,0,0,0,0,12,13,13,7,3,3,7,0
59.166.0.0,23416,5,21346,1,1,0.088828,3390,43544,31,29,7,22,0,299905.4375,3854100.25,56,58,255,255,1707365714,1783335236,61,751,0,0,86.925619,85.881935,1421932110,1421932110,1.609164,1.548368,0.000732,0.000566,0.000166,0,0,0,0,0,2,8,2,2,1,1,1,0
59.166.0.9,63111,5,111,0,0,0.004765,568,320,31,29,0,0,0,715215.0625,402938.0625,4,4,0,0,0,0,142,80,0,0,1.756928,1.503546,1421955561,1421955561,1.250333,1.068667,0.0,0.0,0.0,0,0,0,0,0,22,9,6,7,1,1,4,0
59.166.0.9,9327,8,6881,1,1,0.013916,1540,1644,31,29,4,4,0,830123.625,892785.3125,16,18,255,255,3979550384,1836121600,96,91,0,0,62.840506,1.464692,1421928302,1421928302,0.9062,0.790294,0.000624,0.000477,0.000147,0,0,0,0,0,13,16,6,11,6,1,6,0
59.166.0.9,27419,1,6881,1,1,9.778437,13662,548216,31,29,21,197,0,11130.61328,447486.6563,238,438,255,255,4289324464,30382128,57,1252,0,0,14137.98434,10431.48162,1421927704,1421927714,41.257877,22.374998,0.000689,0.000552,0.000137,0,0,0,0,0,11,7,1,3,1,1,1,0
59.166.0.4,42708,4,53,0,0,0.001111,146,178,31,29,0,0,1,525652.5625,640864.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421938620,1421938620,0.011,0.009,0.0,0.0,0.0,0,0,0,0,0,2,4,4,6,1,1,1,0
59.166.0.1,33968,1,80,1,1,1.046837,1580,10168,31,29,3,5,3,11073.35742,73394.42969,12,18,255,255,3980833340,1836498897,132,565,1,3924,9539.484548,7681.902544,1421954125,1421954126,95.137092,61.549411,0.000628,0.000495,0.000133,0,0,1,0,0,2,3,2,3,1,1,2,0
59.166.0.3,13546,11,14205,1,1,0.024934,2646,21006,31,29,7,14,0,828747.9375,6579289.5,42,42,255,255,2951883212,2952238104,63,500,0,0,39.610245,1.140177,1421933737,1421933737,0.60022,0.593049,0.000751,0.000618,0.000133,0,0,0,0,0,7,7,3,3,1,1,1,0
59.166.0.5,18791,2,53,0,0,0.001075,146,178,31,29,0,0,1,543255.8125,662325.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421946885,1421946885,0.01,0.002,0.0,0.0,0.0,0,0,0,0,0,3,1,2,3,2,1,1,0
59.166.0.7,42521,5,53,0,0,0.001083,146,178,31,29,0,0,1,539242.875,657433.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421950808,1421950808,0.012,0.009,0.0,0.0,0.0,0,0,0,0,0,3,2,3,6,2,1,1,0
10.40.85.30,0,15,0,3,0,30.979174,184,112,0,0,0,0,0,35.636845,21.691992,4,4,0,0,0,0,46,28,0,0,15515.01,15515.019,1421948029,1421948060,15514.984,15514.985,0.0,0.0,0.0,0,0,0,0,0,2,2,2,2,2,2,2,0
59.166.0.5,60040,8,111,0,0,0.087339,568,312,31,29,0,0,0,39020.37109,21433.72461,4,4,0,0,0,0,142,78,0,0,33.932168,33.945367,1421937586,1421937586,24.004666,24.011,0.0,0.0,0.0,0,0,0,0,0,7,10,5,4,1,1,2,0
59.166.0.6,3165,11,1191,1,1,0.011813,2542,21874,31,29,7,14,0,1678828.375,14461356.0,40,42,255,255,63702585,2219014986,64,521,0,0,0.0,16.531993,1421949910,1421949910,0.294923,0.274341,0.000739,0.000561,0.000178,0,0,0,0,0,2,5,4,3,1,1,2,0
59.166.0.2,23659,8,36442,0,0,0.001794,528,304,31,29,0,0,0,1765886.25,1016722.375,4,4,0,0,0,0,132,76,0,0,0.649832,0.316549,1421951767,1421951767,0.465,0.227333,0.0,0.0,0.0,0,0,0,0,0,6,5,4,5,1,1,2,0
59.166.0.2,34550,8,53,0,0,0.001089,146,178,31,29,0,0,1,536271.8125,653810.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421945184,1421945184,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,1,1,1,2,1,1,1,0
59.166.0.9,49282,5,25,1,1,0.171124,37368,3276,31,29,18,8,6,1713377.5,149365.375,52,40,255,255,1679590952,3825971144,719,82,0,0,445.280679,15.350379,1421952296,1421952296,3.348529,4.373923,0.000685,0.000535,0.00015,0,0,0,0,0,2,2,3,4,2,1,1,0
59.166.0.8,8640,2,5190,1,1,0.168696,2158,2568,31,29,6,6,0,98117.32031,117133.7813,24,26,255,255,438048083,2583763368,90,99,0,0,473.953519,12.729982,1421931710,1421931710,7.31687,6.72268,0.00076,0.000619,0.000141,0,0,0,0,0,8,4,1,3,1,1,1,0
59.166.0.3,32712,3,5190,1,1,0.00426,1064,2260,31,29,4,4,0,1832863.875,3891080.0,12,12,255,255,1331196801,3481117526,89,188,0,0,17.475732,0.402882,1421954289,1421954289,0.355182,0.327273,0.000809,0.000649,0.00016,0,0,0,0,0,6,6,5,3,1,1,2,0
59.166.0.6,1589,6,80,1,1,1.005997,1580,10168,31,29,3,5,3,11522.89746,76373.99219,12,18,255,255,456228887,457198557,132,565,1,3924,9528.068965,7674.552102,1421943897,1421943898,91.423274,59.14335,0.00073,0.000555,0.000175,0,0,1,0,0,1,3,3,1,1,1,1,0
59.166.0.5,19814,11,80,1,0,0.098151,994,8896,31,29,2,4,3,72948.82813,652627.0625,10,10,255,255,4162111287,2017838251,99,890,1,3924,973.061255,970.637287,1421945650,1421945650,10.905667,10.807444,0.000752,0.000561,0.000191,0,0,3,0,0,1,3,17,9,3,3,3,0
59.166.0.1,5974,11,53,0,0,0.001056,146,178,31,29,0,0,0,553030.3125,674242.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421934457,1421934457,0.002,0.003,0.0,0.0,0.0,0,0,0,0,0,19,4,1,5,1,1,1,0
59.166.0.6,31672,6,25,1,1,0.421066,37382,3380,31,29,18,8,6,696593.875,62698.01172,52,42,255,255,2076374443,2078178296,719,80,0,0,730.285951,23.90748,1421948310,1421948310,8.249451,10.221512,0.002151,0.00198,0.000171,0,0,0,0,0,1,1,2,6,1,1,1,0
59.166.0.7,7429,6,5323,1,1,0.036101,3718,47774,31,29,7,24,0,810836.3125,10416111.0,62,62,255,255,3931051802,1797808368,60,771,0,0,35.741484,36.365337,1421931738,1421931738,0.586754,0.583459,0.000687,0.000503,0.000184,0,0,0,0,0,6,8,4,6,1,1,1,0
59.166.0.4,16903,2,34358,1,1,0.040816,4238,66694,31,29,7,30,0,819286.5,12895531.0,72,74,255,255,1480899450,1490822005,59,901,0,0,30.062609,29.893725,1421952582,1421952582,0.570366,0.551863,0.000836,0.000526,0.00031,0,0,0,0,0,8,2,1,5,1,1,1,0
59.166.0.1,51296,8,5190,1,1,0.095403,1920,4312,31,29,6,6,0,153705.8594,346571.9063,22,24,255,255,3979569439,1830305567,87,180,0,0,412.42111,394.372116,1421934873,1421934873,4.525,4.120783,0.000766,0.000613,0.000153,0,0,0,0,0,7,9,2,7,2,1,1,0
59.166.0.3,22077,4,64887,1,1,0.184078,4376,2664,31,29,7,7,0,181575.2031,110518.375,22,22,255,255,963203230,3115986537,199,121,0,0,808.982823,23.852908,1421937763,1421937764,8.748762,8.741096,0.000656,0.00051,0.000146,0,0,0,0,0,8,10,5,1,1,1,1,0
59.166.0.8,22668,8,80,1,1,0.019976,1036,822,31,29,2,2,3,363235.9063,296355.625,8,10,255,255,1270600350,3432045629,130,82,1,82,176.970338,3.926339,1421950875,1421950875,2.803429,2.155889,0.000754,0.000568,0.000186,0,0,1,0,0,1,2,4,4,1,1,1,0
59.166.0.9,59421,11,1481,1,1,0.39176,4736,3080,31,29,7,7,0,93261.17969,60812.74219,28,30,255,255,551636506,2702395244,169,103,0,0,798.962541,19.994373,1421936324,1421936324,14.483259,13.489689,0.000709,0.000551,0.000158,0,0,0,0,0,5,9,5,3,1,1,3,0
10.40.85.1,0,7,0,2,2,0.0,320,0,1,0,0,0,0,51.195526,0.0,5,0,0,0,0,0,64,0,0,0,2.000523,0.0,1421950809,1421950849,10000.879,0.0,0.0,0.0,0.0,0,0,0,0,0,2,4,4,2,2,4,2,0
59.166.0.8,36215,0,53,0,0,0.001066,130,162,31,29,0,0,1,487804.9063,607879.9375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421931906,1421931906,0.01,0.001,0.0,0.0,0.0,0,0,0,0,0,3,1,2,2,1,1,1,0
59.166.0.7,63166,8,17111,1,1,0.027793,3302,35400,31,29,7,21,0,932896.8125,10007700.0,54,56,255,255,3014509695,874900070,61,632,0,0,32.329616,33.448498,1421936500,1421936500,0.518208,0.495236,0.000676,0.00055,0.000126,0,0,0,0,0,6,5,3,3,1,1,1,0
175.45.176.1,47439,14,53,0,3,1.2e-05,114,0,254,0,0,0,1,38000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932971,1421932971,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,6,4,4,4,1
59.166.0.4,6030,5,53,0,0,0.000998,132,164,31,29,0,0,1,529058.125,657314.625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421951133,1421951133,0.011,0.006,0.0,0.0,0.0,0,0,0,0,0,3,2,2,11,2,1,1,0
59.166.0.8,45787,2,80,1,1,1.009422,1684,10168,31,29,3,5,0,12395.21289,76114.85156,14,18,255,255,759535837,760625666,120,565,2,192,8770.433893,7684.489323,1421945168,1421945169,77.618613,59.346882,0.000657,0.00052,0.000137,0,0,6,0,0,7,19,5,3,3,3,3,0
59.166.0.4,12832,4,53,0,0,0.001084,146,178,31,29,0,0,1,538745.375,656826.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421935212,1421935212,0.011,0.03,0.0,0.0,0.0,0,0,0,0,0,2,2,1,4,1,1,1,0
59.166.0.7,53117,4,52919,1,1,0.217588,8928,320,31,29,4,1,2,304832.9688,9816.717773,14,6,255,255,2324594236,508001289,638,53,0,0,1508.224255,84.854227,1421952208,1421952209,16.737538,42.558,0.004854,0.004668,0.000186,0,0,0,0,0,1,4,7,5,1,1,2,0
59.166.0.6,5556,0,30671,1,1,0.95937,8928,320,31,29,4,1,0,69137.03906,2226.461182,14,6,255,255,29724815,879303543,638,53,0,0,6628.802813,284.880156,1421932624,1421932625,73.797689,191.748594,0.000617,0.000488,0.000129,0,0,0,0,0,17,7,4,7,1,1,3,0
59.166.0.9,61040,1,53,0,0,0.001131,146,178,31,29,0,0,0,516357.2188,629531.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955660,1421955660,0.007,0.009,0.0,0.0,0.0,0,0,0,0,0,10,10,4,4,1,1,1,0
59.166.0.6,60932,5,80,1,1,1.008619,1684,10168,31,29,3,5,3,12405.08106,76175.44531,14,18,255,255,3226917783,1083906089,120,565,1,3924,8766.023142,7675.869467,1421946153,1421946154,77.557844,59.303412,0.000569,0.000457,0.000112,0,0,4,0,0,2,3,2,2,2,2,2,0
59.166.0.8,20646,3,5190,1,1,0.007409,1064,2260,31,29,4,4,0,1053853.5,2237279.0,12,12,255,255,4059874255,4055949564,89,188,0,0,43.040104,0.890099,1421948073,1421948073,0.633727,0.627182,0.000633,0.000508,0.000125,0,0,0,0,0,12,7,4,6,1,1,2,0
59.166.0.9,17680,3,53,0,0,0.001061,132,164,31,29,0,0,1,497643.7188,618284.625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421928203,1421928203,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,1,2,10,8,1,1,1,0
59.166.0.8,25097,2,16661,1,1,0.008951,2334,16290,31,29,7,12,0,2028823.625,14176740.0,36,38,255,255,485512472,2631201986,65,429,0,0,14.323901,13.19812,1421935533,1421935533,0.246171,0.225541,0.000756,0.000595,0.000161,0,0,0,0,0,3,11,2,2,1,1,1,0
149.171.126.18,1043,12,53,0,3,7e-06,264,0,60,0,0,0,1,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1421932427,1421932427,0.007,0.0,0.0,0.0,0.0,0,0,0,0,0,11,11,3,3,3,3,3,0
59.166.0.6,49199,8,53061,0,0,0.036109,536,304,31,29,0,0,0,89063.66406,50513.72266,4,4,0,0,0,0,134,76,0,0,9.394385,10.858096,1421955679,1421955679,6.648333,7.684333,0.0,0.0,0.0,0,0,0,0,0,14,12,6,5,1,1,3,0
59.166.0.7,8252,3,42102,1,1,0.015872,2646,26060,31,29,7,15,0,1301915.375,12836694.0,42,44,255,255,2886081060,760180973,63,592,0,0,25.819993,24.605916,1421930648,1421930648,0.379268,0.356,0.000738,0.000559,0.000179,0,0,0,0,0,4,3,1,1,1,1,1,0
59.166.0.4,45033,1,25,1,1,0.078886,37172,3380,31,29,18,8,6,3697284.5,334660.125,52,42,255,255,3251576230,1107184459,715,80,0,0,173.089456,5.775475,1421931851,1421931851,1.539686,1.910927,0.000857,0.000534,0.000323,0,0,0,0,0,1,1,5,2,1,1,1,0
59.166.0.7,17540,6,21,1,1,0.870636,2934,3742,31,29,11,15,5,26445.03516,33750.03906,52,54,255,255,804044354,805108497,56,69,0,0,1418.452312,52.76723,1421945061,1421945062,17.064452,16.416,0.000741,0.000583,0.000158,0,0,0,1,4,8,8,23,36,8,8,16,0
59.166.0.9,13202,3,53,0,0,0.001062,132,164,31,29,0,0,1,497175.125,617702.4375,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421940288,1421940288,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,2,5,6,7,1,1,3,0
59.166.0.9,15034,2,6881,1,1,0.578767,1540,1644,31,29,4,4,0,19959.67188,21466.32422,16,18,255,255,3756537234,3829430132,96,91,0,0,2473.047731,59.135086,1421954454,1421954455,38.563402,34.013531,0.000702,0.000526,0.000176,0,0,0,0,0,7,8,5,6,5,1,5,0
59.166.0.0,37794,0,53,0,0,0.001077,146,178,31,29,0,0,1,542246.9375,661095.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421953866,1421953866,0.01,0.009,0.0,0.0,0.0,0,0,0,0,0,1,2,1,2,1,1,1,0
59.166.0.6,59603,1,111,0,0,0.004611,568,304,31,29,0,0,0,739102.125,395575.8125,4,4,0,0,0,0,142,76,0,0,1.747499,1.453576,1421928238,1421928238,1.243667,1.036333,0.0,0.0,0.0,0,0,0,0,0,5,7,3,5,1,1,3,0
175.45.176.3,52442,16,21979,1,2,1e-05,90,0,254,0,1,0,0,36000000.0,0.0,2,0,255,0,0,0,45,0,0,0,0.0,0.0,1421933061,1421933061,0.01,0.0,0.0,0.0,0.0,0,6,0,0,0,12,12,3,4,1,1,3,0
149.171.126.18,1043,12,53,0,3,1e-06,264,0,60,0,0,0,1,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1421931935,1421931935,0.001,0.0,0.0,0.0,0.0,0,0,0,0,0,9,9,6,6,6,3,6,0
59.166.0.0,40341,11,10652,1,1,0.042563,2854,31402,31,29,7,17,0,524775.0625,5779292.0,46,48,255,255,4210010999,2083558132,62,654,0,0,61.829426,59.455762,1421949197,1421949197,0.937578,0.893702,0.000714,0.000555,0.000159,0,0,0,0,0,3,2,2,1,1,1,1,0
59.166.0.0,34662,0,1512,1,1,2.00127,8928,320,31,29,4,1,0,33142.95313,1067.322266,14,6,255,255,3174151666,2145281731,638,53,0,0,15082.39798,659.845812,1421945185,1421945187,153.943849,400.133,0.000589,0.000469,0.00012,0,0,0,0,0,10,6,26,30,5,3,22,0
59.166.0.9,18779,2,143,1,1,2.03717,7804,14892,31,29,30,32,0,30399.03516,58017.74219,122,126,255,255,2217886318,73929890,64,118,0,0,1001.687939,991.494388,1421938879,1421938881,16.833115,16.293591,0.000616,0.00047,0.000146,0,0,0,0,0,5,4,1,4,1,1,1,0
59.166.0.1,10616,1,47826,1,1,0.024002,3614,49342,31,29,7,24,0,1184567.875,16180984.0,60,62,255,255,3379567748,3379883274,60,796,0,0,21.468009,20.777082,1421934872,1421934872,0.401373,0.383459,0.000756,0.0006,0.000156,0,0,0,0,0,7,4,2,2,1,1,1,0
59.166.0.9,63504,5,6881,1,1,0.2358,1540,1644,31,29,4,4,0,48990.67188,52688.71875,16,18,255,255,1569406708,3743925649,96,91,0,0,870.628876,26.18101,1421954444,1421954444,15.698333,13.838059,0.000687,0.000543,0.000144,0,0,0,0,0,9,7,5,9,3,1,4,0
59.166.0.6,1344,1,143,1,1,1.495893,7814,16086,31,29,30,32,0,41446.81641,85348.35156,122,126,255,255,1455947389,1465953078,64,128,0,0,838.36079,827.895928,1421937270,1421937272,12.359595,11.96316,0.000625,0.000491,0.000134,0,0,0,0,0,10,5,2,5,1,1,1,0
59.166.0.6,55218,8,6881,1,1,1.269996,13350,548216,31,29,21,197,0,83735.69531,3445459.5,232,438,255,255,4221331064,2079998688,58,1252,0,0,951.840212,690.303972,1421945478,1421945480,5.49642,2.91178,0.000581,0.000457,0.000124,0,0,0,0,0,17,17,18,19,11,5,11,0
59.166.0.7,1350,5,55695,1,1,0.041021,4550,67380,31,29,7,33,0,876039.0625,12976378.0,78,80,255,255,2368717016,219486252,58,842,0,0,30.476055,29.998037,1421934684,1421934684,0.528519,0.510519,0.000839,0.000678,0.000161,0,0,0,0,0,8,11,1,2,1,1,1,0
59.166.0.2,17842,9,53,0,0,0.001185,146,178,31,29,0,0,0,492827.0313,600843.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955574,1421955574,0.011,0.002,0.0,0.0,0.0,0,0,0,0,0,9,8,3,2,1,1,2,0
59.166.0.4,34919,6,12146,1,1,0.005094,4144,2456,31,29,7,7,0,6146839.5,3643502.0,18,18,255,255,4183633615,2041570251,230,136,0,0,13.889751,0.329022,1421941058,1421941058,0.281176,0.259176,0.000849,0.000684,0.000165,0,0,0,0,0,6,8,5,5,1,1,3,0
59.166.0.2,53329,5,53,0,0,0.001094,146,178,31,29,0,0,1,533820.875,650822.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421929153,1421929153,0.01,0.007,0.0,0.0,0.0,0,0,0,0,0,2,1,5,4,1,1,1,0
59.166.0.8,25757,11,6881,1,1,0.894516,2302,34406,31,29,5,15,0,19907.97266,300381.4375,30,42,255,255,3438206818,3459797053,77,819,0,0,2454.251882,1978.296379,1421927460,1421927460,30.830931,21.803682,0.000696,0.000561,0.000135,0,0,0,0,0,14,8,7,18,12,1,6,0
59.166.0.6,10675,4,39133,1,1,0.372448,4304,3080,31,29,7,7,0,89161.4375,63965.97656,28,30,255,255,2250024001,2395771752,154,103,0,0,717.973104,17.679543,1421946284,1421946285,13.782296,12.825827,0.000642,0.000494,0.000148,0,0,0,0,0,19,7,1,6,1,1,1,0
59.166.0.7,26513,9,53,0,0,0.001062,146,178,31,29,0,0,1,549905.8125,670433.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421951727,1421951727,0.011,0.009,0.0,0.0,0.0,0,0,0,0,0,1,1,1,2,1,1,1,0
59.166.0.8,20982,9,80,1,1,1.004792,1580,10168,31,29,3,5,3,11536.7168,76465.57813,12,18,255,255,1944210459,1945243471,132,565,1,3924,9530.194743,7675.187197,1421945646,1421945647,91.310999,59.076294,0.000623,0.000488,0.000135,0,0,6,0,0,1,1,7,4,4,4,4,0
59.166.0.6,59336,3,63706,1,1,1.608661,424,8824,31,29,1,4,2,1845.012695,40227.24219,8,12,255,255,1937299041,2951650127,53,735,0,0,13642.37353,10873.11072,1421948512,1421948513,229.758295,146.196543,0.000641,0.000496,0.000145,0,0,0,0,0,3,3,4,2,1,1,1,0
59.166.0.3,53743,4,18521,1,1,0.007431,8928,320,31,29,4,1,2,8925851.0,287444.5,14,6,255,255,2455369932,2466675219,638,53,0,0,37.601347,2.416986,1421951285,1421951285,0.571615,1.369,0.000577,0.000455,0.000122,0,0,0,0,0,3,3,7,12,1,1,6,0
59.166.0.6,17073,8,5190,1,1,0.015145,2048,2410,31,29,6,7,0,1036909.875,1224430.5,24,26,255,255,1496200628,3641939419,85,93,0,0,67.451849,59.494263,1421945535,1421945535,0.643435,0.57916,0.000795,0.000658,0.000137,0,0,0,0,0,14,6,6,6,2,2,2,0
59.166.0.0,55540,0,24582,1,1,0.017921,2542,23154,31,29,7,14,0,1106634.625,10090062.0,40,42,255,255,228022207,228338709,64,551,0,0,27.651561,28.078158,1421953045,1421953045,0.451103,0.418878,0.000917,0.000746,0.000171,0,0,0,0,0,5,6,4,6,1,1,1,0
59.166.0.7,16132,8,34342,1,1,0.006265,4424,2456,31,29,7,7,0,5336313.0,2962490.0,18,18,255,255,1466251646,3618680183,246,136,0,0,18.560479,0.431688,1421930771,1421930771,0.351,0.325059,0.000848,0.000735,0.000113,0,0,0,0,0,5,10,5,5,1,1,3,0
59.166.0.8,18204,0,1552,1,1,0.013012,2230,15236,31,29,7,11,0,1331079.0,9107285.0,34,36,255,255,3469064873,3469370273,66,423,0,0,32.044206,29.973124,1421953738,1421953738,0.383576,0.354171,0.00076,0.000606,0.000154,0,0,0,0,0,10,9,2,5,1,1,1,0
59.166.0.2,4075,11,80,1,1,1.006012,1684,10168,31,29,3,5,3,12437.22754,76372.85156,14,18,255,255,1845561789,1846557436,120,565,1,3924,8765.34416,7675.996304,1421930073,1421930074,77.357538,59.144412,0.000708,0.000551,0.000157,0,0,1,0,0,2,2,2,2,2,1,1,0
59.166.0.4,11379,8,39561,1,1,0.123703,3598,45458,31,29,7,24,0,228870.75,2892411.5,60,62,255,255,3369181152,1224020854,60,733,0,0,111.626238,108.217532,1421949386,1421949386,2.090644,2.019852,0.000619,0.000486,0.000133,0,0,0,0,0,13,7,4,5,1,1,2,0
59.166.0.8,31180,5,6881,1,1,12.296601,26198,1175860,31,29,41,419,0,17007.62695,764168.875,466,922,255,255,515699835,519642106,56,1275,0,0,11073.47543,7885.992942,1421939402,1421939414,26.44363,13.350867,0.000574,0.000449,0.000125,0,0,0,0,0,7,9,2,3,2,1,2,0
59.166.0.1,50634,3,29242,1,1,0.012118,2438,19420,31,29,7,13,0,1567255.375,12500413.0,38,40,255,255,2759291871,629047954,64,486,0,0,0.0,17.41018,1421949037,1421949037,0.319081,0.298359,0.000604,0.000478,0.000126,0,0,0,0,0,5,6,3,5,1,1,2,0
59.166.0.6,55171,8,53,0,0,0.001035,130,162,31,29,0,0,1,502415.4688,626087.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421928681,1421928681,0.008,0.005,0.0,0.0,0.0,0,0,0,0,0,2,2,4,3,1,1,1,0
59.166.0.4,15413,4,6881,1,1,0.633703,13246,548216,31,29,21,197,0,166500.7188,6905001.5,230,438,255,255,2511255290,2515399691,58,1252,0,0,568.365695,408.531002,1421929767,1421929767,2.765869,1.448993,0.00062,0.000487,0.000133,0,0,0,0,0,13,7,4,8,4,1,4,0
59.166.0.0,33533,5,31133,1,1,0.012191,2230,12896,31,29,7,11,0,1420720.125,8227708.5,34,36,255,255,3447913627,3466654725,66,358,0,0,20.881214,20.335554,1421931049,1421931050,0.359667,0.334114,0.000619,0.000493,0.000126,0,0,0,0,0,4,5,1,1,1,1,1,0
59.166.0.7,51517,9,57536,1,1,0.019868,2854,30384,31,29,7,17,0,1124219.875,11979465.0,46,48,255,255,89681701,96588474,62,633,0,0,27.391255,26.349654,1421940275,1421940275,0.434311,0.412085,0.000638,0.000497,0.000141,0,0,0,0,0,6,7,1,2,1,1,1,0
59.166.0.6,37508,6,143,1,1,2.173922,7086,13852,31,29,26,29,0,25840.85352,50529.87109,110,114,255,255,2886023123,748838585,64,122,0,0,1318.582786,1299.649533,1421942126,1421942128,19.940889,19.233168,0.00075,0.000569,0.000181,0,0,0,0,0,6,7,2,1,1,1,1,0
59.166.0.1,34202,2,53,0,0,0.001032,146,178,31,29,0,0,1,565891.5,689922.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421953921,1421953921,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,4,3,4,6,2,1,1,0
59.166.0.8,63465,1,80,1,1,1.134986,1684,10168,31,29,3,5,3,11023.92383,67694.22656,14,18,255,255,4160996887,2016551964,120,565,1,3924,8833.577673,7739.142166,1421944312,1421944313,87.276849,66.733706,0.000644,0.000509,0.000135,0,0,1,0,0,2,2,3,1,1,1,1,0
59.166.0.1,54906,4,53,0,0,0.001134,146,178,31,29,0,0,0,514991.1875,627865.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421933545,1421933545,0.007,0.008,0.0,0.0,0.0,0,0,0,0,0,10,9,2,3,1,1,1,0
59.166.0.9,3714,9,2338,1,1,0.283908,4816,2768,31,29,7,7,0,130070.2969,74756.60938,24,24,255,255,989726939,993035461,201,115,0,0,933.879944,26.658758,1421953419,1421953419,12.328522,12.321218,0.000645,0.000514,0.000131,0,0,0,0,0,7,10,4,3,1,1,3,0
59.166.0.6,49393,8,47464,1,1,0.01896,2750,27174,31,29,7,16,0,1134177.25,11216878.0,44,46,255,255,1616610962,3780872395,63,591,0,0,0.0,27.14528,1421931397,1421931397,0.432767,0.409044,0.00071,0.00055,0.00016,0,0,0,0,0,4,3,1,3,1,1,1,0
59.166.0.2,10760,0,25,1,1,0.0676,37252,3380,31,29,18,8,0,4323787.0,390532.5625,52,42,255,255,2762285858,2763485015,716,80,0,0,178.733498,5.91431,1421945315,1421945315,1.318039,1.634537,0.000738,0.00058,0.000158,0,0,0,0,0,3,16,12,4,3,3,3,0
59.166.0.2,37734,2,53,0,0,0.00107,146,178,31,29,0,0,0,545794.375,665420.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421934627,1421934627,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,17,13,3,6,1,1,2,0
